Paragraph,Titel,Anchor,Absatz,Text
45a,Zuverlässigkeitsüberprüfungen,,,"der Justizbehörden und ordentlichen Gerichte, wenn Erkenntnisse über Strafverfahren vorliegen,"
45a,Zuverlässigkeitsüberprüfungen,,,"der Nachrichtendienste des Bundes und der Länder,"
45a,Zuverlässigkeitsüberprüfungen,,,"des Bundesamtes für Migration und Flüchtlinge, sofern die zu überprüfende Person eine ausländische Staatsangehörigkeit besitzt, sowie"
45a,Zuverlässigkeitsüberprüfungen,,,"der zuständigen Polizeien im Ausland, wenn die zu überprüfende Person ihren Wohnsitz im Ausland hat,"
45a,Zuverlässigkeitsüberprüfungen,,,"ab und prüft, welche Erkenntnisse zu der betroffenen Person vorliegen. Soweit die Polizei Erkenntnisse nicht unmittelbar automatisiert erlangt, übermittelt sie die nach Absatz 5 erhobenen Daten an die in Satz 1 genannten Behörden und ersucht diese um Übermittlung etwaig vorliegender Erkenntnisse. Die Mitteilung, welche Erkenntnisse vorliegen, erfolgt nach den für die übermittelnde Stelle geltenden Rechtsvorschriften."
45a,Zuverlässigkeitsüberprüfungen,P45a-A7,7,"Obliegt der Polizei in eigenen Angelegenheiten die Entscheidung über die Zulassung der betroffenen Person, entscheidet sie über deren Zuverlässigkeit. Hierbei nimmt sie anhand der aus dem Abgleich nach Absatz 6 gewonnenen Erkenntnisse eine Gesamtwürdigung der Umstände des Einzelfalles vor."
45a,Zuverlässigkeitsüberprüfungen,P45a-A8,8,An der Zuverlässigkeit fehlt es der Person in der Regel
45a,Zuverlässigkeitsüberprüfungen,,,"bei einer rechtskräftigen Verurteilung wegen eines Verbrechens,"
45a,Zuverlässigkeitsüberprüfungen,,,"bei einer rechtskräftigen Verurteilung wegen eines Vergehens, das im Einzelfall nach Art und Schwere geeignet ist, den Rechtsfrieden besonders zu stören, soweit die Tat"
45a,Zuverlässigkeitsüberprüfungen,,,"sich gegen Leben, Gesundheit, Freiheit oder sexuelle Selbstbestimmung einer Person oder gegen bedeutende fremde Sach- oder Vermögenswerte gerichtet hat, oder"
45a,Zuverlässigkeitsüberprüfungen,,,"auf den Gebieten des unerlaubten Waffen- oder Betäubungsmittelverkehrs, der Geld- oder Wertzeichenfälschung, soweit dieses gewerbs-, gewohnheits-, serien-, bandenmäßig oder sonst organisiert begangen wurde,"
45a,Zuverlässigkeitsüberprüfungen,,,"bei einer rechtskräftigen Verurteilung wegen eines Staatsschutzdelikts,"
45a,Zuverlässigkeitsüberprüfungen,,,bei früherer Mitgliedschaft
45a,Zuverlässigkeitsüberprüfungen,,,"in einem Verein, der nach dem Vereinsgesetz als Organisation unanfechtbar verboten wurde oder der einem unanfechtbaren Betätigungsverbot nach dem Vereinsgesetz unterliegt, oder"
45a,Zuverlässigkeitsüberprüfungen,,,"in einer Partei, deren Verfassungswidrigkeit das Bundesverfassungsgericht nach § 46 des Bundesverfassungsschutzgesetzes festgestellt hat,"
45a,Zuverlässigkeitsüberprüfungen,,,"wenn seit der Beendigung der Mitgliedschaft zehn Jahre noch nicht verstrichen sind, oder"
45a,Zuverlässigkeitsüberprüfungen,,,"bei Vorliegen von tatsächlichen Anhaltspunkten dafür, dass die betroffene Person"
45a,Zuverlässigkeitsüberprüfungen,,,"in Beziehung zum internationalen Terrorismus oder zur organisierten Kriminalität steht,"
45a,Zuverlässigkeitsüberprüfungen,,,"in den letzten fünf Jahren Bestrebungen oder Tätigkeiten im Sinne von § 3 Absatz 1 des Bundesverfassungsschutzgesetzes verfolgt oder unterstützt hat oder Mitglied oder Anhänger einer Vereinigung war, die solche Bestrebungen verfolgt oder verfolgt hat."
45a,Zuverlässigkeitsüberprüfungen,,,"Bei anderweitigen rechtskräftigen Verurteilungen oder sonstigen Erkenntnissen ist im Wege der Gesamtwürdigung zu prüfen, ob sich daraus im Hinblick auf die Sicherheit der betroffenen Stelle oder der betroffenen Veranstaltung Zweifel an der Zuverlässigkeit der betroffenen Person ergeben. Als sonstige Erkenntnisse kommen insbesondere in Betracht:"
45a,Zuverlässigkeitsüberprüfungen,,,"laufende oder eingestellte Ermittlungs- oder Strafverfahren,"
45a,Zuverlässigkeitsüberprüfungen,,,"Erkenntnisse aus den für den Staatsschutz, die Bekämpfung der organisierten Kriminalität oder der Rauschgiftkriminalität zuständigen Bereichen,"
45a,Zuverlässigkeitsüberprüfungen,,,"Alkohol-, Rauschmittel- oder Medikamentenabhängigkeit oder regelmäßiger Missbrauch dieser Substanzen oder"
45a,Zuverlässigkeitsüberprüfungen,,,"Erkenntnisse, dass die betroffene Person eine Gefahr für sich selbst darstellt oder zukünftig darstellen wird."
45a,Zuverlässigkeitsüberprüfungen,P45a-A9,9,"Obliegt in den Fällen des Absatzes 2 Nummer 1 einer nichtöffentlichen Stelle die Entscheidung über die Zulassung der betroffenen Person, entscheidet die Polizei nach Maßgabe von Absatz 7 Satz 2, Absatz 8 über die Zuverlässigkeit dieser Person. Die Polizei teilt der nicht-öffentlichen Stelle ausschließlich mit, ob es der betroffenen Person an der erforderlichen Zuverlässigkeit fehlt oder nicht; die der Gesamtwürdigung zugrunde liegenden Erkenntnisse werden nicht mitgeteilt. Fehlt es einer Person danach an der Zuverlässigkeit, darf sie nicht zugelassen werden; das Gleiche gilt, wenn die betroffene Person keine Einwilligung zur Zuverlässigkeitsüberprüfung erteilt hat. Hierauf weist die Polizei die betreffende Stelle hin."
45a,Zuverlässigkeitsüberprüfungen,P45a-A10,10,"Obliegt einer Behörde oder sonstigen öffentlichen Stelle die Entscheidung über die Zulassung der betroffenen Person, entscheidet diese Stelle nach Maßgabe von Absatz 7 Satz 2, Absatz 8 über die Zuverlässigkeit dieser Person. Zu diesem Zweck unterrichtet die Polizei sie über die ihr aus den eigenen Datenbeständen vorliegenden Erkenntnisse, soweit kein öffentliches Interesse an der Geheimhaltung dieser Erkenntnisse entgegensteht, gegebenenfalls durch Angabe von"
45a,Zuverlässigkeitsüberprüfungen,,,"Deliktsbezeichnung,"
45a,Zuverlässigkeitsüberprüfungen,,,"Tatort,"
45a,Zuverlässigkeitsüberprüfungen,,,"Tatzeit,"
45a,Zuverlässigkeitsüberprüfungen,,,"Ausgang des Verfahrens, soweit feststellbar, sowie"
45a,Zuverlässigkeitsüberprüfungen,,,Name und Aktenzeichen der sachbearbeitenden Justiz- oder Polizeibehörde.
45a,Zuverlässigkeitsüberprüfungen,,,"Erhält die Polizei im Verfahren nach Absatz 6 Kenntnis davon, dass einer der dort genannten mitwirkenden Stellen Erkenntnisse im Sinne der in Absatz 8 Satz 1 bis 3 genannten Kriterien zu der betroffenen Person vorliegen, teilt sie dies der ersuchenden Behörde oder öffentlichen Stelle unter Nennung der erkenntnishaltenden Stelle mit."
45a,Zuverlässigkeitsüberprüfungen,P45a-A11,11,"Die Polizei kann ihre Datenbestände in angemessenen Abständen bis zum Eintritt des für die Überprüfung Anlass gebenden Ereignisses automatisiert auf das Vorliegen neuer Erkenntnisse abfragen. Liegen neue Erkenntnisse vor, ist die Zuverlässigkeit der betroffenen Person unter Berücksichtigung dieser Erkenntnisse erneut zu bewerten. Im Verfahren nach Absatz 9 ist die betreffende Stelle über ein von der Mitteilung nach Absatz 9 Satz 1 abweichendes Ergebnis der Bewertung zu unterrichten. Im Verfahren nach Absatz 10 teilt die Polizei der ersuchenden Behörde oder öffentlichen Stelle die neuen Erkenntnisse mit."
45a,Zuverlässigkeitsüberprüfungen,P45a-A12,12,Die von der Polizei übermittelten Daten dürfen nur für die Entscheidung über die Zulassung der betroffenen Person in den Fällen der Absätze 1 und 2 verarbeitet werden. Die Polizei hat die empfangende Stelle schriftlich oder elektronisch auf die Einhaltung dieser Zweckbestimmung hinzuweisen.
45a,Zuverlässigkeitsüberprüfungen,P45a-A13,13,"In den Fällen des Absatzes 7 hat die Polizei die bei ihr vorhandenen Daten ab dem Zeitpunkt der Entscheidung über die Zulassung der betroffenen Person zu Dokumentationszwecken bis zum Ende des Jahres, das dem Jahr der Entscheidung folgt, zu speichern. In den Fällen des Absatzes 9 gilt dies mit der Maßgabe, dass die Frist mit Abschluss der Übermittlung an die ersuchende Stelle beginnt. Eine längere Speicherung ist zulässig, soweit und solange sie auf Grund eines bereits anhängigen oder zu erwartenden Rechtsstreits erforderlich ist. Im Übrigen darf die Polizei die von ihr gespeicherten Daten zu anderen Zwecken nur dann verarbeiten, wenn dies zur Abwehr dringender Gefahren oder zur Verfolgung von Straftaten von erheblicher Bedeutung erforderlich ist."
45b,Zuverlässigkeitsüberprüfungen von Bewerberinnen und Bewerbern bei Polizei und Feuerwehr,P45b-A1,1,"Geeignete Bewerberinnen und Bewerber, die eine Tätigkeit bei der Polizei oder der Feuerwehr anstreben, werden vor ihrer Einstellung durch die jeweils für die Einstellung zuständige Stelle nach dieser Vorschrift auf ihre Zuverlässigkeit überprüft."
45b,Zuverlässigkeitsüberprüfungen von Bewerberinnen und Bewerbern bei Polizei und Feuerwehr,P45b-A2,2,Zur Durchführung der Zuverlässigkeitsüberprüfungen erhebt die in Absatz 1 genannte Stelle jeweils folgende personenbezogene Daten der betroffenen Person:
45b,Zuverlässigkeitsüberprüfungen von Bewerberinnen und Bewerbern bei Polizei und Feuerwehr,,,"Funktion oder Tätigkeit,"
45b,Zuverlässigkeitsüberprüfungen von Bewerberinnen und Bewerbern bei Polizei und Feuerwehr,,,"Geschlecht,"
45b,Zuverlässigkeitsüberprüfungen von Bewerberinnen und Bewerbern bei Polizei und Feuerwehr,,,"Nummer des Personalausweises, Reisepasses oder eines amtlichen Ersatzdokumentes,"
45b,Zuverlässigkeitsüberprüfungen von Bewerberinnen und Bewerbern bei Polizei und Feuerwehr,,,"Name und Geburtsname,"
45b,Zuverlässigkeitsüberprüfungen von Bewerberinnen und Bewerbern bei Polizei und Feuerwehr,,,"Vornamen,"
45b,Zuverlässigkeitsüberprüfungen von Bewerberinnen und Bewerbern bei Polizei und Feuerwehr,,,"Geburtsdatum und -ort,"
45b,Zuverlässigkeitsüberprüfungen von Bewerberinnen und Bewerbern bei Polizei und Feuerwehr,,,"aktueller Wohnort,"
45b,Zuverlässigkeitsüberprüfungen von Bewerberinnen und Bewerbern bei Polizei und Feuerwehr,,,"Wohnorte in den letzten fünf Jahren mit Angabe des Zeitraums, der Straße, der Hausnummer, der Postleitzahl, eines etwa vorhandenen Zusatzes, des Landes und des Staates."
45b,Zuverlässigkeitsüberprüfungen von Bewerberinnen und Bewerbern bei Polizei und Feuerwehr,,,Diese Daten dürfen nur für diesen Zweck verarbeitet werden.
45b,Zuverlässigkeitsüberprüfungen von Bewerberinnen und Bewerbern bei Polizei und Feuerwehr,P45b-A3,3,"Die in Absatz 1 genannte Stelle übermittelt die in Absatz 2 Satz 1 Nummer 4 bis 7 genannten Daten an die zuständige Senatsverwaltung und ersucht diese, eine unbeschränkte Auskunft aus dem Bundeszentralregister zu der betroffenen Person einzuholen und ihr diese zum Zweck der Zuverlässigkeitsüberprüfung nach Maßgabe von § 43 des Bundeszentralregistergesetzes mitzuteilen."
45b,Zuverlässigkeitsüberprüfungen von Bewerberinnen und Bewerbern bei Polizei und Feuerwehr,P45b-A4,4,"Soweit dies für die Überprüfung der Zuverlässigkeit erforderlich ist, kann die in Absatz 1 genannte Stelle die nach Absatz 2 erlangten Daten abgleichen mit den Datenbeständen"
45b,Zuverlässigkeitsüberprüfungen von Bewerberinnen und Bewerbern bei Polizei und Feuerwehr,,,"der Polizeien des Bundes und der Länder,"
45b,Zuverlässigkeitsüberprüfungen von Bewerberinnen und Bewerbern bei Polizei und Feuerwehr,,,"der Justizbehörden und ordentlichen Gerichte,"
45b,Zuverlässigkeitsüberprüfungen von Bewerberinnen und Bewerbern bei Polizei und Feuerwehr,,,"des Bundesamtes für Migration und Flüchtlinge, sofern die zu überprüfende Person die ausländische Staatsangehörigkeit besitzt,"
45b,Zuverlässigkeitsüberprüfungen von Bewerberinnen und Bewerbern bei Polizei und Feuerwehr,,,"der zuständigen Polizeien im Ausland, sofern die zu überprüfende Person ihren Wohnsitz im Ausland hat und der Abgleich im Einzelfall erforderlich ist, sowie"
45b,Zuverlässigkeitsüberprüfungen von Bewerberinnen und Bewerbern bei Polizei und Feuerwehr,,,"der Nachrichtendienste des Bundes und der Länder, wenn im Einzelfall tatsächliche Anhaltspunkte die Annahme rechtfertigen, dass dort Erkenntnisse zu der betroffenen Person vorliegen könnten."
45b,Zuverlässigkeitsüberprüfungen von Bewerberinnen und Bewerbern bei Polizei und Feuerwehr,,,"Soweit die in Absatz 1 genannte Stelle die Erkenntnisse nicht selbst unmittelbar automatisiert erlangt, übermittelt sie die in Absatz 2 Satz 1 genannten Daten an die in Satz 1 genannten Stellen und ersucht diese um Übermittlung etwaig vorliegender Erkenntnisse. § 45a Absatz 6 Satz 3 gilt entsprechend."
45b,Zuverlässigkeitsüberprüfungen von Bewerberinnen und Bewerbern bei Polizei und Feuerwehr,P45b-A5,5,Auf der Grundlage der erlangten Erkenntnisse entscheidet die in Absatz 1 genannte Stelle in jeweils eigener Zuständigkeit über die Zuverlässigkeit der Bewerberinnen und Bewerber in einer Gesamtwürdigung der Umstände des Einzelfalles. § 45a Absatz 8 gilt entsprechend.
45b,Zuverlässigkeitsüberprüfungen von Bewerberinnen und Bewerbern bei Polizei und Feuerwehr,P45b-A6,6,"Zuverlässigkeitsüberprüfungen nach Absatz 1 bedürfen der schriftlichen oder elektronischen Einwilligung der betroffenen Person. Diese ist von der in Absatz 1 genannten Stelle über den Anlass, den Ablauf und den Inhalt der Verarbeitung ihrer personenbezogenen Daten rechtzeitig und umfassend nach Maßgabe von Artikel 13 der Verordnung (EU) 2016/679 zu informieren."
45b,Zuverlässigkeitsüberprüfungen von Bewerberinnen und Bewerbern bei Polizei und Feuerwehr,P45b-A7,7,"Nach Abschluss der Überprüfung speichert die in Absatz 1 genannte Stelle die hierzu bei ihr jeweils vorhandenen Daten, insbesondere die zu den betroffenen Personen übermittelten Erkenntnisse, sowie das Ergebnis der Überprüfung zu Dokumentationszwecken bis zum Ende des Jahres, das dem Jahr des Abschlusses des Auswahlverfahrens folgt. Eine darüber hinausgehende Speicherung ist nur zulässig, soweit und solange dies auf Grund eines bereits anhängigen oder zu erwartenden Rechtsstreits erforderlich ist. Die dienstrechtlichen Bestimmungen zur Aufbewahrung von Auskünften, die nach dem Bundeszentralregistergesetz erteilt wurden, bleiben unberührt."
45c,Fallkonferenzen,P45c-A1,1,"Die Ordnungsbehörden und die Polizei können personenbezogene Daten im Rahmen von einzelfallbezogenen Fallkonferenzen erheben und personenbezogene Daten, die sie rechtmäßig erhoben oder erlangt haben, übermitteln, wenn der Austausch dieser Daten zugleich zwischen mehreren Behörden oder sonstigen öffentlichen Stellen des Landes Berlin, anderer Länder oder des Bundes für die gemeinsame Erarbeitung, Abstimmung oder Durchführung einzelfallbezogener Maßnahmen zur Erfüllung ordnungsbehördlicher oder polizeilicher Aufgaben zwingend erforderlich ist. Dies gilt auch für besondere Kategorien personenbezogener Daten. Andere Rechtsvorschriften über die Datenerhebung und Datenübermittlung bleiben unberührt."
45c,Fallkonferenzen,P45c-A2,2,"Soweit andere Rechtsvorschriften nicht entgegenstehen, können die Ordnungsbehörden und die Polizei personenbezogene Daten einschließlich besonderer Kategorien personenbezogener Daten unter den Voraussetzungen des Absatzes 1 auch an nicht-öffentliche Stellen übermitteln und von diesen erheben, wenn deren Teilnahme an einer einzelfallbezogenen Fallkonferenz zwingend erforderlich ist, um deren Zwecke zu erreichen."
45c,Fallkonferenzen,P45c-A3,3,"Die Gründe für die zwingende Erforderlichkeit der einzelfallbezogenen Fallkonferenz, deren wesentliche Ergebnisse und die teilnehmenden Stellen sind zu dokumentieren."
46,"Gemeinsames Verfahren, automatisiertes Verfahren auf Abruf und regelmäßige automatisierte Datenübermittlungen; Verordnungsermächtigung",P46-A1,1,"Für die Einrichtung eines automatisierten Verfahrens, das mehreren öffentlichen Stellen die Verarbeitung personenbezogener Daten in oder aus einem gemeinsamen Datenbestand (gemeinsames Verfahren) oder die Übermittlung an Dritte auf Abruf (automatisiertes Verfahren auf Abruf) ermöglicht, sowie für die Zulassung regelmäßiger automatisierter Datenübermittlungen durch die Ordnungsbehörden und die Polizei gelten die §§ 21 und 40 des Berliner Datenschutzgesetzes nach Maßgabe der folgenden Absätze. Die Vorschriften über die Zulässigkeit der Datenverarbeitung in und aus den in Satz 1 genannten Verfahren bleiben unberührt."
46,"Gemeinsames Verfahren, automatisiertes Verfahren auf Abruf und regelmäßige automatisierte Datenübermittlungen; Verordnungsermächtigung",P46-A2,2,"Nicht-öffentliche Stellen können sich nach Maßgabe dieser Vorschrift an Verfahren nach Absatz 1 beteiligen, soweit dies unter Berücksichtigung der Rechte und Freiheiten der betroffenen Personen und der Aufgaben der beteiligten Stellen angemessen ist und durch technische und organisatorische Maßnahmen Risiken für diese Rechte und Freiheiten vermieden werden können. Die nicht-öffentlichen Stellen haben sich insoweit den Vorschriften des Berliner Datenschutzgesetzes zu unterwerfen."
46,"Gemeinsames Verfahren, automatisiertes Verfahren auf Abruf und regelmäßige automatisierte Datenübermittlungen; Verordnungsermächtigung",P46-A3,3,"Bei automatisierten Verfahren auf Abruf hat die speichernde Stelle zu gewährleisten, dass die Übermittlung zumindest durch geeignete Stichprobenverfahren festgestellt und überprüft werden kann."
46,"Gemeinsames Verfahren, automatisiertes Verfahren auf Abruf und regelmäßige automatisierte Datenübermittlungen; Verordnungsermächtigung",P46-A4,4,"Die Einrichtung eines automatisierten Verfahrens, das den Abruf personenbezogener Daten aus einem von der Polizei geführten Dateisystem ermöglicht, ist nur auf der Grundlage einer Rechtsverordnung nach Absatz 6 zulässig. Der Abruf darf nur anderen Polizeibehörden gestattet werden."
46,"Gemeinsames Verfahren, automatisiertes Verfahren auf Abruf und regelmäßige automatisierte Datenübermittlungen; Verordnungsermächtigung",P46-A5,5,"Die Einrichtung eines automatisierten Verfahrens, das den Abruf personenbezogener Daten aus einem von einer Ordnungsbehörde geführten Dateisystem ermöglicht und das ein hohes Risiko für die Rechte und Freiheiten der betroffenen Personen im Sinne von § 21 Absatz 1 Satz 3 des Berliner Datenschutzgesetzes beinhalten kann, ist nur auf der Grundlage einer Rechtsverordnung nach Absatz 6 zulässig. Der Abruf darf nur öffentlichen Stellen gestattet werden."
46,"Gemeinsames Verfahren, automatisiertes Verfahren auf Abruf und regelmäßige automatisierte Datenübermittlungen; Verordnungsermächtigung",P46-A6,6,"Der Senat bestimmt durch Rechtsverordnung die Einzelheiten der Einrichtung von Verfahren nach den Absätzen 4 und 5. Die Rechtsverordnung hat den Datenempfänger, die Art der Daten und den Zweck des Abrufs festzulegen. Sie hat die nach § 26 oder § 57 des Berliner Datenschutzgesetzes erforderlichen technischen und organisatorischen Maßnahmen sowie Maßnahmen zur Datensicherung und zur Kontrolle vorzusehen; diese müssen in einem angemessenen Verhältnis zu dem angestrebten Schutzzweck stehen."
46,"Gemeinsames Verfahren, automatisiertes Verfahren auf Abruf und regelmäßige automatisierte Datenübermittlungen; Verordnungsermächtigung",P46-A7,7,"Die Polizei kann mit den Polizeien des Bundes und der Länder einen Datenverbund vereinbaren, der eine automatisierte Datenübermittlung ermöglicht. Solche Vereinbarungen bedürfen der Zustimmung der für Inneres zuständigen Senatsverwaltung."
46,"Gemeinsames Verfahren, automatisiertes Verfahren auf Abruf und regelmäßige automatisierte Datenübermittlungen; Verordnungsermächtigung",P46-A8,8,"Beinhaltet ein gemeinsames Verfahren ein hohes Risiko für die Rechte und Freiheiten der betroffenen Personen im Sinne von § 21 Absatz 1 Satz 3 des Berliner Datenschutzgesetzes, ist § 21 Absatz 1 Satz 1 des Berliner Datenschutzgesetzes einzuhalten. Gleiches gilt für die Zulassung regelmäßiger automatisierter Datenübermittlungen aus einem von den Ordnungsbehörden oder der Polizei geführten Dateisystem, die ein solches Risiko beinhalten."
46,"Gemeinsames Verfahren, automatisiertes Verfahren auf Abruf und regelmäßige automatisierte Datenübermittlungen; Verordnungsermächtigung",P46-A9,9,Für die Einrichtung gemeinsamer Verfahren und automatisierter Abrufverfahren zu verschiedenen Zwecken innerhalb einer öffentlichen Stelle gelten die Absätze 3 bis 6 und 8 entsprechend.
46a,Aufnahme und Aufzeichnung von Anrufen und Notrufen; Verordnungsermächtigung,P46a-A1,1,"Die Ordnungsbehörden und die Polizei können Anrufe über Notrufeinrichtungen sowie den Funkverkehr ihrer Leitstellen auf Speichermedien aufzeichnen. Der zentrale Dauerdienst der Polizei hat in dieser Funktion alle eingehenden und ausgehenden Telefon- und Funkgespräche aufzuzeichnen. Eine Aufzeichnung von Anrufen im Übrigen ist nur zulässig, soweit sie im Einzelfall zur Erfüllung der jeweiligen Aufgaben erforderlich ist. Auf die Aufzeichnung der Anrufe nach Satz 3 soll hingewiesen werden, soweit dadurch die Aufgabenerfüllung nicht gefährdet wird. Die Leit- und Befehlsstellen der Polizei haben in dieser Funktion sämtliche Telefon- und Funkgespräche aufzuzeichnen, wenn eine herausragende Einsatzlage auf Grund ihrer Art und ihres Umfangs diese Art der Dokumentation erforderlich macht; die Entscheidung hierüber trifft die Einsatzleitung."
46a,Aufnahme und Aufzeichnung von Anrufen und Notrufen; Verordnungsermächtigung,P46a-A2,2,"Wird über eine ihrer stationären Notrufeinrichtungen eine Notrufverbindung aufgebaut, kann die Polizei für deren Dauer personenbezogene Daten durch Anfertigung von Bild- und Tonaufnahmen des unmittelbaren räumlichen Umfelds dieser Notrufeinrichtung erheben, übertragen und aufzeichnen. Dies gilt auch für personenbezogene Daten Dritter, soweit die Erhebung den Umständen nach unvermeidbar ist. Die Datenerhebung darf auch automatisiert erfolgen. Auf die Möglichkeit der Datenerhebung ist auf der Notrufeinrichtung hinzuweisen; verdeckte Bild- und Tonaufnahmen sind unzulässig."
46a,Aufnahme und Aufzeichnung von Anrufen und Notrufen; Verordnungsermächtigung,P46a-A3,3,"Die Aufzeichnungen sind spätestens nach drei Monaten zu löschen, es sei denn,"
46a,Aufnahme und Aufzeichnung von Anrufen und Notrufen; Verordnungsermächtigung,,,sie werden zur Verfolgung von Straftaten oder zur Dokumentation behördlichen Handelns benötigt oder
46a,Aufnahme und Aufzeichnung von Anrufen und Notrufen; Verordnungsermächtigung,,,"Tatsachen rechtfertigen die Annahme, dass die Aufbewahrung zur vorbeugenden Bekämpfung von Straftaten von erheblicher Bedeutung erforderlich ist."
46a,Aufnahme und Aufzeichnung von Anrufen und Notrufen; Verordnungsermächtigung,,,"Die §§ 42c, 42d, 48 Absatz 6 sowie § 48a Absatz 6 bleiben unberührt, desgleichen § 44 Absatz 3 des Berliner Datenschutzgesetzes."
46a,Aufnahme und Aufzeichnung von Anrufen und Notrufen; Verordnungsermächtigung,P46a-A4,4,"Die Polizei kann die nach Anwahl der Notrufnummer 110 angefallenen Standortdaten eines mobilen Telekommunikationsendgerätes automatisiert erheben und speichern. Sie kann diese Daten weiterverarbeiten, wenn dies zur Abwehr einer Gefahr erforderlich ist. Absatz 3 gilt entsprechend. § 26d Absatz 3 bleibt unberührt."
46a,Aufnahme und Aufzeichnung von Anrufen und Notrufen; Verordnungsermächtigung,P46a-A5,5,"Um eine gleichwertige Notrufkommunikation von Menschen mit Behinderungen zu gewährleisten, kann die für Inneres zuständige Senatsverwaltung durch Rechtsverordnung Regelungen für die Annahme und Beantwortung von Notrufen über die Notrufnummer 110 treffen, insbesondere zur Form der Annahme und zur Zeit bis zur Annahme."
47,Besondere Formen des Datenabgleichs,P47-A1,1,Die Polizei kann von öffentlichen oder nicht-öffentlichen Stellen zur Abwehr einer durch Tatsachen belegten gegenwärtigen Gefahr für
47,Besondere Formen des Datenabgleichs,,,"den Bestand oder die Sicherheit des Bundes oder eines Landes,"
47,Besondere Formen des Datenabgleichs,,,"Leib, Leben, Freiheit oder sexuelle Selbstbestimmung einer Person, soweit diese durch Straftatbestände geschützt ist, bei denen die Tat mit Freiheitsstrafe nicht unter sechs Monaten bedroht ist, oder"
47,Besondere Formen des Datenabgleichs,,,"für Sachen von bedeutendem Wert, deren Erhaltung im öffentlichen Interesse geboten ist,"
47,Besondere Formen des Datenabgleichs,,,"die Übermittlung von zulässig speicherbaren personenbezogenen Daten bestimmter Personengruppen aus bestimmbaren Dateisystemen zum Zwecke des Abgleichs mit anderen Datenbeständen verlangen, soweit Tatsachen die Annahme rechtfertigen, dass dies zur Abwehr der Gefahr erforderlich ist. Die ersuchte Stelle hat dem Verlangen zu entsprechen. Rechtsvorschriften über ein Berufs- oder besonderes Amtsgeheimnis bleiben unberührt."
47,Besondere Formen des Datenabgleichs,P47-A2,2,"Das Übermittlungsersuchen ist auf Namen, Anschriften, Tag und Ort der Geburt sowie auf im einzelnen Falle festzulegende Merkmale zu beschränken. Werden wegen technischer Schwierigkeiten, die mit angemessenem Zeit- oder Kostenaufwand nicht beseitigt werden können, weitere Daten übermittelt, dürfen diese nicht verwertet werden."
47,Besondere Formen des Datenabgleichs,P47-A3,3,"Die Maßnahme bedarf der gerichtlichen Anordnung, die von der Polizeipräsidentin oder dem Polizeipräsidenten oder der Vertretung im Amt zu beantragen ist. Wird eine Anordnung unanfechtbar aufgehoben, sind bereits erhobene Daten zu löschen. Andere Behörden sind von der Unzulässigkeit der Speicherung und Verwertung der Daten zu unterrichten. § 44 Absatz 3 und § 61 Absatz 3 Satz 1 des Berliner Datenschutzgesetzes gelten nicht."
47,Besondere Formen des Datenabgleichs,P47-A4,4,Die oder der Berliner Beauftragte für Datenschutz und Informationsfreiheit ist durch die Polizei fortlaufend über die Maßnahmen zu unterrichten. Die §§ 27b und 51b bleiben unberührt.
47a,Automatisierte Anwendung zur Analyse vorhandener Daten,P47a-A1,1,"Die Polizei kann rechtmäßig gespeicherte personenbezogene Daten ausschließlich zur Vorbereitung der automatisierten Datenanalyse nach Absatz 2 Satz 1 auf einer Analyseplattform automatisiert zusammenführen, verknüpfen und aufbereiten. Diese zusammengeführten Daten kann die Polizei, auch gemeinsam mit weiteren rechtmäßig erhobenen personenbezogenen Daten, nach Absatz 2 Satz 2 verknüpfen, aufbereiten und auswerten sowie für statistische Zwecke anwenden (automatisierte Datenanalyse),"
47a,Automatisierte Anwendung zur Analyse vorhandener Daten,,,"wenn die Maßnahme zur Abwehr einer Gefahr für den Bestand oder die Sicherheit des Bundes oder eines Landes, für Leib, Leben, Freiheit oder sexuelle Selbstbestimmung einer Person oder für Sachen von bedeutendem Wert, deren Erhaltung im öffentlichen Interesse geboten ist, erforderlich ist,"
47a,Automatisierte Anwendung zur Analyse vorhandener Daten,,,"wenn tatsächliche Anhaltspunkte die Annahme rechtfertigen, dass innerhalb eines übersehbaren Zeitraumes auf eine zumindest ihrer Art nach konkretisierte Weise"
47a,Automatisierte Anwendung zur Analyse vorhandener Daten,,,eine terroristische Straftat oder
47a,Automatisierte Anwendung zur Analyse vorhandener Daten,,,eine in § 100a Absatz 2 der Strafprozessordnung genannte und voraussichtlich auch im Einzelfall schwerwiegende Straftat
47a,Automatisierte Anwendung zur Analyse vorhandener Daten,,,"begangen werden soll und die Maßnahme zur Verhütung dieser Straftat erforderlich ist, oder"
47a,Automatisierte Anwendung zur Analyse vorhandener Daten,,,"wenn das individuelle Verhalten einer Person die konkrete Wahrscheinlichkeit begründet, dass sie innerhalb eines übersehbaren Zeitraums eine terroristische Straftat begehen oder an ihr teilnehmen wird, und die Maßnahme zur Verhütung dieser Straftat erforderlich ist."
